"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD34","CD38","7-AAD","IdxCol","IdxRow","Time"
118156,65657,117939,86988.7,47539,119920,317.9,233.16,127.6,19,3,101.249
106041,66780,104065,61776,37138,109014,381.65,68.592,181.28,18,3,101.526
96791.1,62536,101434,79612,49802,104764,79.9,247.27,330.88,18,2,101.812
87680.1,60414,95113.8,32712.2,20131,106494,147.9,90.6214,347.6,19,2,102.077
89575.8,53640,109442,77744.2,44135,115442,14.45,112.638,139.92,20,2,102.351
128161,67785,123909,79245.9,42962,120885,491.3,5756.02,1466.96,21,2,102.633
106604,63449,110111,96019,55123,114158,349.35,95.876,435.6,21,1,102.851
107611,64740,108934,81957.2,49888,107664,360.4,199.715,159.28,20,1,103.115
117584,67389,114351,66491.4,35219,123728,339.15,331.717,271.92,19,1,103.394
101060,63178,104832,63666.7,38162,109336,463.25,200.582,286,18,1,103.679
100598,62126,106119,73019.4,40318,118691,397.8,58.0299,82.72,22,1,104.014
