"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD34","CD38","7-AAD","IdxCol","IdxRow","Time"
124407,70772,115203,75251.3,44011,112055,411.4,63.3082,106.48,19,3,101.305
101287,60905,108989,94180.3,60107,102687,315.35,56.2803,276.32,18,3,101.63
90236.2,63029,93825.4,47224.3,29284,105685,126.65,1016.38,369.6,18,2,101.843
105710,57277,120952,83375.8,46186,118307,17,64.2379,79.2,19,2,102.128
133816,69516,126155,73081.8,31706,151059,8.5,344.959,159.28,20,2,102.392
107574,61043,115492,59314.3,35101,110744,1576.75,6356.04,1491.6,21,2,102.728
102631,66121,101723,57521.4,34182,110284,436.05,274.505,472.56,21,1,102.98
86311.3,53025,106676,66488.2,43203,100858,429.25,149.546,249.92,20,1,103.232
98320.1,62224,103553,70753.3,40926,113299,521.05,45.6944,-10.56,19,1,103.529
87869.7,57825,99587.2,67192.3,41668,105681,555.9,194.41,561.44,18,1,103.838
107192,64249,109339,84214,48484,113832,787.95,147.741,225.28,22,1,104.207
